Tanggal,Tipe Transaksi,Nomor Transaksi,Nama Panggilan,Status Hari Ini,Memo,Total,Sisa Tagihan
31/03/2026,Faktur Pembelian,00710848_036,PRIYO (K GALAXY),Lunas,"",3555000.0,0.0
31/03/2026,Faktur Pembelian,032026215656,AGUS (DORAN),Lunas,BAYAR ,9640000.000044,0.0
31/03/2026,Faktur Pembelian,JKT-JKT01A-PC26034135,AGRES IT,Lunas,"",175500000.0,0.0
01/04/2026,Faktur Pembelian,17524,ONLINE,Lunas,"",700000.0,0.0
01/04/2026,Faktur Pembelian,17525,CANON BALI,Lunas,"",1585080.0,0.0
01/04/2026,Faktur Pembelian,17526,DUAL RIZKY,Lunas,"",460000.0,0.0
01/04/2026,Faktur Pembelian,17527,KETUT DUARAYASA SUPLAYER,Lunas,masuk,6480000.0,0.0
01/04/2026,Faktur Pembelian,17528,ONLINE,Lunas,"",645000.0,0.0
01/04/2026,Faktur Pembelian,002367,LILI (PLATINUM),Lunas,masuk ,2520000.0,0.0
01/04/2026,Faktur Pembelian,2604002,ANDY (JMK),Lunas,MASUK,8000000.0,0.0
01/04/2026,Faktur Pembelian,0420260872,AGUS (DORAN),Lunas,"",390747.0,0.0
01/04/2026,Faktur Pembelian,SSORDTDI-26040060,PT TERA DATA INDONUSA,Lunas,"",200000.0,0.0
01/04/2026,Faktur Pembelian,JL5526040041,YULI (HP CENTRE),Lunas,BAYAR ,30000000.0,0.0
01/04/2026,Faktur Pembelian,0420265236,AGUS (DORAN),Lunas,bayar ,9300000.0,0.0
01/04/2026,Faktur Pembelian,0420265240,AGUS (DORAN),Lewat Jatuh Tempo,"",1290000.0,1290000.0
01/04/2026,Faktur Pembelian,00710966_036,PRIYO (K GALAXY),Lunas,MASUK,4600000.0,0.0
01/04/2026,Faktur Pembelian,0420262065,AGUS (DORAN),Lunas,MASUK,11178000.0,0.0
01/04/2026,Faktur Pembelian,JL0000055362,IP COM TOKO,Lunas,"MASUK

BAYAR ",2811000.0,0.0
01/04/2026,Faktur Pembelian,17648,ONLINE,Lunas,"",400000.0,0.0
01/04/2026,Faktur Pembelian,17649,ONLINE,Lunas,"",60000.0,0.0
02/04/2026,Faktur Pembelian,SSORDTDI-26030947,PT TERA DATA INDONUSA,Lunas,MASUK,450000.0,0.0
02/04/2026,Faktur Pembelian,17530,TATIK (LEGENDA),Lunas,"",307000.0,0.0
02/04/2026,Faktur Pembelian,17531,ONLINE,Lunas,"",1050000.0,0.0
02/04/2026,Faktur Pembelian,JL.2604.00600,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",76500000.000007,0.0
02/04/2026,Faktur Pembelian,17532,ONLINE,Lunas,"",480000.0,0.0
02/04/2026,Faktur Pembelian,S026030331,CV.MITRA TEGUH DISTRIBUSI EPRINT MATARAM,Lunas,"",4092343.99992,0.0
02/04/2026,Faktur Pembelian,JL.2604.00425,CANDRA (BLESSING),Lunas,BAYAR ,10585000.0,0.0
02/04/2026,Faktur Pembelian,JL.2604.00524,CANDRA (BLESSING),Lunas,BAYAR ,2785000.0,0.0
02/04/2026,Faktur Pembelian,PJL-26-04-00024,PT. Surya Makmur Kreasindo (HJ),Lunas,"",7050000.0,0.0
02/04/2026,Faktur Pembelian,FK 4588,BETA COM,Lunas,"MASUK

BAYAR ",22235000.0,0.0
03/04/2026,Faktur Pembelian,JL.2604.00816,CANDRA (BLESSING),Lunas,MASUK ,25570000.0,0.0
03/04/2026,Faktur Pembelian,17533,RIO MATRIX TOKO,Lunas,"",8600000.0,0.0
04/04/2026,Faktur Pembelian,17534,TATIK (LEGENDA),Lunas,MASUK ,3180000.000017,0.0
04/04/2026,Faktur Pembelian,17535,PERDANA SURABAYA,Lunas,"",8050000.0,0.0
04/04/2026,Faktur Pembelian,17536,ONLINE,Lunas,"",645000.0,0.0
04/04/2026,Faktur Pembelian,2604013,ANDY (JMK),Lunas,"",550000.0,0.0
04/04/2026,Faktur Pembelian,ONLINE SBY / INV/2026/062271,WULAN (DISCOUNT NOTEBOOK),Lunas,"",457000.0,0.0
04/04/2026,Faktur Pembelian,ONLINE SBY / INV/2026/062250,WULAN (DISCOUNT NOTEBOOK),Lunas,"",1050000.0,0.0
04/04/2026,Faktur Pembelian,002368,LILI (PLATINUM),Lunas,MASUK ,3620000.0,0.0
04/04/2026,Faktur Pembelian,002369,LILI (PLATINUM),Lunas,MASUK,830000.0,0.0
04/04/2026,Faktur Pembelian,PJL-26-04-00054,PT. Surya Makmur Kreasindo (HJ),Lunas,"MASUK 

BAYAR ",20250000.0,0.0
04/04/2026,Faktur Pembelian,2604014,ANDY (JMK),Lunas,"",1990000.0,0.0
04/04/2026,Faktur Pembelian,ONLINE SBY / INV/2026/062197,WULAN (DISCOUNT NOTEBOOK),Lunas,"",572000.0,0.0
04/04/2026,Faktur Pembelian,JL5526040121,YULI (HP CENTRE),Lunas,"",23200000.0,0.0
04/04/2026,Faktur Pembelian,JL0000003155,IP COM TOKO,Lunas,"MASUK 

BAYAR ",700000.0,0.0
04/04/2026,Faktur Pembelian,JL0000003151,IP COM TOKO,Lunas,"MASUK 

BAYAR ",532000.0,0.0
05/04/2026,Faktur Pembelian,17538,ONLINE,Lunas,"",480000.0,0.0
06/04/2026,Faktur Pembelian,17539,OBOR MAS,Lunas,"",254999.999988,0.0
06/04/2026,Faktur Pembelian,17540,ONLINE,Lunas,"",350000.0,0.0
06/04/2026,Faktur Pembelian,17541,ONLINE,Lunas,"",400000.0,0.0
06/04/2026,Faktur Pembelian,JL.2604.01128,CANDRA (BLESSING),Lunas,MASUK,5379999.999999,0.0
06/04/2026,Faktur Pembelian,JL.2604.01130,CANDRA (BLESSING),Lunas,MASUK,5985000.0,0.0
06/04/2026,Faktur Pembelian,JL.2604.01256,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",595000.0,0.0
06/04/2026,Faktur Pembelian,D/26/02750/NTB,PT SAMAMAJU PRIMA NTB,Lunas,MASUK ,7386519.0,0.0
06/04/2026,Faktur Pembelian,JL.2604.01428,CANDRA (BLESSING),Lunas,MASUK ,22560000.0,0.0
06/04/2026,Faktur Pembelian,JL.2604.01426,CANDRA (BLESSING),Lunas,MASUK ,46399999.999998,0.0
06/04/2026,Faktur Pembelian,JL.2604.01439,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",8300000.0,0.0
06/04/2026,Faktur Pembelian,17542,ONLINE,Lunas,"",15050000.0,0.0
06/04/2026,Faktur Pembelian,04202644215,AGUS (DORAN),Lunas,"",7651000.0,0.0
06/04/2026,Faktur Pembelian,17553,AGUS (DORAN),Lunas,"",5800000.0,5800000.0
06/04/2026,Faktur Pembelian,17554,AGUS (DORAN),Lewat Jatuh Tempo,"TITIP BARANG AGUS
update : 29 6 2026
# Barang terjual
Speaker SQ1 - 1 x 270.000 
HFB SA3 - 1 x 190.000 
PB B8 10.000mah - 1 x 200.000
PB B7 10.000mah  - 1 x 250.000
Charger E22 65W - 1 x 240.000
Microphone CO1 single wirelles - 1 x 130.000 
Kabel data tiny5 micro - 10 x 20.000 = 200.000
1.480.000

Speaker SQ1 - 1 x 270.000 
HFB SA3 - 1 x 190.000 
Microphone CO1 2 in 1 wirelles  - 2 x 190.000 = 380.000
",3890000.0,2410000.0
06/04/2026,Faktur Pembelian,002370,LILI (PLATINUM),Lunas,"",890000.0,0.0
06/04/2026,Faktur Pembelian,17564,PT TERA DATA INDONUSA,Lunas,"",725000.000002,0.0
06/04/2026,Faktur Pembelian,JL202600001435,EDISON ATK,Lunas,"",4170000.0,0.0
07/04/2026,Faktur Pembelian,17543,VARIA TOKO,Lunas,"",134529.999996,0.0
07/04/2026,Faktur Pembelian,JL.2504.01577,CANDRA (BLESSING),Lunas," MASUK

bayar ",2660000.0,0.0
07/04/2026,Faktur Pembelian,JL.2604.01579,CANDRA (BLESSING),Lunas,MASUK,5490000.0,0.0
07/04/2026,Faktur Pembelian,JL.2604.01582,CANDRA (BLESSING),Lunas,MASUK,21569999.999998,0.0
07/04/2026,Faktur Pembelian,JL.2604.01626,CANDRA (BLESSING),Lunas,MASUK,5490000.0,0.0
07/04/2026,Faktur Pembelian,FK 4591,BETA COM,Lunas,KO FELIX ,111465000.0,0.0
07/04/2026,Faktur Pembelian,JL.2604.01775,CANDRA (BLESSING),Lunas,"MASUK

bayar ",770000.0,0.0
07/04/2026,Faktur Pembelian,17544,ONLINE,Lunas,"",1100000.0,0.0
07/04/2026,Faktur Pembelian,JL5526040286,YULI (HP CENTRE),Lunas,"",44750000.0,0.0
08/04/2026,Faktur Pembelian,17545,FIKTIF BELI,Lunas,"",270000.0,0.0
08/04/2026,Faktur Pembelian,JL.2604.02076,CANDRA (BLESSING),Lunas,MASUK,26705000.0,0.0
08/04/2026,Faktur Pembelian,17547,KETUT DUARAYASA SUPLAYER,Lunas,MASUK,26950000.0,0.0
08/04/2026,Faktur Pembelian,JL202600001421,EDISON ATK,Lunas,"",510000.0,0.0
08/04/2026,Faktur Pembelian,0120/JL/DR/0426,DUAL RIZKY,Lunas,MASUK,1305200.0,0.0
08/04/2026,Faktur Pembelian,JK/26/04/0065,ELMI COM,Lunas,"",27400000.0,0.0
09/04/2026,Faktur Pembelian,JL.2604.02294,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",3992000.0,0.0
09/04/2026,Faktur Pembelian,JL.26004.02403,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",665000.0,0.0
09/04/2026,Faktur Pembelian,JL.2604.02444,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",4805000.0,0.0
09/04/2026,Faktur Pembelian,17549,ONLINE,Lunas,MASUK,1000000.0,0.0
09/04/2026,Faktur Pembelian,JL.2604.02472,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",2339000.0,0.0
09/04/2026,Faktur Pembelian,002373,LILI (PLATINUM),Lunas,"MASUK 

BAYAR ",2990000.0,0.0
09/04/2026,Faktur Pembelian,002375,LILI (PLATINUM),Lunas,BAYAR ,1030000.0,0.0
10/04/2026,Faktur Pembelian,17550,ONLINE,Lunas,"",300000.0,0.0
10/04/2026,Faktur Pembelian,JL.2604.02677,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",4725000.0,0.0
10/04/2026,Faktur Pembelian,17551,ONLINE,Lunas,"",0.0,0.0
10/04/2026,Faktur Pembelian,17557,ONLINE,Lunas,"",11300000.0,0.0
10/04/2026,Faktur Pembelian,PJL-26-04-00170,PT. Surya Makmur Kreasindo (HJ),Lunas,"MASUK 

BAYAR ",30374999.999995,0.0
10/04/2026,Faktur Pembelian,JL.2604.02782,CANDRA (BLESSING),Lunas,MASUK ,32400000.000001,0.0
10/04/2026,Faktur Pembelian,JL.2604.02724,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",8440000.0,0.0
10/04/2026,Faktur Pembelian,JL.2604.02675,CANDRA (BLESSING),Lunas,BAYAR ,1098000.0,0.0
10/04/2026,Faktur Pembelian,2604058,ANDY (JMK),Lunas,"",5700000.0,0.0
10/04/2026,Faktur Pembelian,SSORDTDI,PT TERA DATA INDONUSA,Lunas,"",619999.999999,0.0
10/04/2026,Faktur Pembelian,00711558_036,PRIYO (K GALAXY),Lunas,masuk,3000000.0,0.0
10/04/2026,Faktur Pembelian,002374,LILI (PLATINUM),Lunas,BAYAR ,18543000.0,0.0
10/04/2026,Faktur Pembelian,17600,PIGURA KITA ( AMIN ),Lunas,"",7425000.0,0.0
11/04/2026,Faktur Pembelian,17552,TATIK (LEGENDA),Lunas,MASUK ,4240000.0,0.0
11/04/2026,Faktur Pembelian,17556,AGUS (DORAN),Lunas,MASUK ,2456900.0,0.0
11/04/2026,Faktur Pembelian,KRM2604.0003,CANDRA (BLESSING),Lewat Jatuh Tempo,"AGUS

KONSINYASI

masuk

- ASUS E410 8 256 SN :









T3N0CX000376105








T5N0CX01N87419A
















",76450000.0,76450000.0
11/04/2026,Faktur Pembelian,17558,DUAL RISKY,Lunas,"",800000.0,0.0
11/04/2026,Faktur Pembelian,JL.2604.03073,CANDRA (BLESSING),Lunas,MASUK ,10800000.0,0.0
11/04/2026,Faktur Pembelian,JL.2604.03072,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR",5400000.0,0.0
11/04/2026,Faktur Pembelian,JL.2604.03071,CANDRA (BLESSING),Lunas,MASUK ,5400000.0,0.0
11/04/2026,Faktur Pembelian,17559,ONLINE,Lunas,"",1150000.0,0.0
11/04/2026,Faktur Pembelian,17560,ONLINE,Lunas,"",1290000.0,0.0
11/04/2026,Faktur Pembelian,17561,ONLINE,Lunas,"",75000.0,0.0
11/04/2026,Faktur Pembelian,17582,IP COM TOKO,Lunas,"",195000.0,0.0
11/04/2026,Faktur Pembelian,7075,GUDANG AKSESORIES SURABAYA (KURNIAWAN),Lunas,BAYAR ,22745500.0,0.0
11/04/2026,Faktur Pembelian,SBY-2604-0090,PT. BUMI CENTRAL HARAPAN (GUDANG ACSORIES),Lunas,bayar ,640000.000004,0.0
12/04/2026,Faktur Pembelian,17562,ONLINE,Lunas,"",1425000.0,0.0
12/04/2026,Faktur Pembelian,17563,ONLINE,Lunas,"",300000.0,0.0
13/04/2026,Faktur Pembelian,17565,DUAL RIZKY,Lunas,"",400000.0,0.0
13/04/2026,Faktur Pembelian,17566,ONLINE,Lunas,"",13200000.0,0.0
13/04/2026,Faktur Pembelian,JL.2604.03261,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",6640000.0,0.0
13/04/2026,Faktur Pembelian,JL.2604.03278,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",4840000.0,0.0
13/04/2026,Faktur Pembelian,JL.2604.03373,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",2565000.0,0.0
13/04/2026,Faktur Pembelian,17567,ONLINE,Lunas,"",5100000.0,0.0
13/04/2026,Faktur Pembelian,17568,ONLINE,Lunas,"",5100000.0,0.0
13/04/2026,Faktur Pembelian,JL.2604.03405,CANDRA (BLESSING),Lunas,"MASUK

BAYAR ",18480000.0,0.0
13/04/2026,Faktur Pembelian,JL.2604.03403,CANDRA (BLESSING),Lunas,MASUK ,64380000.0,0.0
13/04/2026,Faktur Pembelian,002377,LILI (PLATINUM),Lunas,"MASUK 

BAYAR ",3200000.0,0.0
13/04/2026,Faktur Pembelian,17569,ONLINE,Lunas,"",75000.0,0.0
13/04/2026,Faktur Pembelian,17577,KETUT DUARAYASA SUPLAYER,Lunas,MASUK,12315000.0,0.0
13/04/2026,Faktur Pembelian,04202690118,AGUS (DORAN),Lunas,"",7666000.0,0.0
13/04/2026,Faktur Pembelian,PJL-26-04-00205,PT. Surya Makmur Kreasindo (HJ),Lunas,"",7695000.0,0.0
13/04/2026,Faktur Pembelian,ONLINE SBY / INV/2026/069065,WULAN (DISCOUNT NOTEBOOK),Lunas,"",1793000.0,0.0
13/04/2026,Faktur Pembelian,26-022296,PT SUMBER BAHAGIA DIGITAL,Lunas,"",4530000.0,0.0
13/04/2026,Faktur Pembelian,00711653_036,PRIYO (K GALAXY),Lunas,+ jne,4325000.0,0.0
13/04/2026,Faktur Pembelian,JL5526040523,YULI (HP CENTRE),Lunas,BAYAR ,34200000.0,0.0
13/04/2026,Faktur Pembelian,JKT-JKT01A-PC26042493,AGRES IT,Lunas,"",49124999.999993,0.0
13/04/2026,Faktur Pembelian,JL202600001824,EDISON ATK,Lunas,"",15120000.0,0.0
13/04/2026,Faktur Pembelian,26/04/00043,PT CIPTA KARYA NUSANTARA ANDRE,Lunas,"",10250000.0,0.0
13/04/2026,Faktur Pembelian,00711645_036,PRIYO (K GALAXY),Lunas,"",1775000.0,0.0
14/04/2026,Faktur Pembelian,JL.2604.03505,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",2527000.0,0.0
14/04/2026,Faktur Pembelian,17570,RIO MATRIX TOKO,Lunas,"",10750000.0,0.0
14/04/2026,Faktur Pembelian,17571,RIO MATRIX TOKO,Lunas,"",6450000.0,0.0
14/04/2026,Faktur Pembelian,JL.2604.03716,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",10275000.0,0.0
14/04/2026,Faktur Pembelian,17572,ONLINE,Lunas,"",1110000.0,0.0
14/04/2026,Faktur Pembelian,2603102,ANDY (JMK),Lunas,"",3300000.0,0.0
14/04/2026,Faktur Pembelian,JL.2604.03595,CANDRA (BLESSING),Lunas,BAYAR ,1499000.0,0.0
14/04/2026,Faktur Pembelian,JL.2604.03629,CANDRA (BLESSING),Lunas,BAYAR ,11415000.0,0.0
14/04/2026,Faktur Pembelian,JL.2604.03593,CANDRA (BLESSING),Lunas,BAYAR ,10275000.0,0.0
14/04/2026,Faktur Pembelian,002378,LILI (PLATINUM),Lunas,bayar ,4050000.0,0.0
14/04/2026,Faktur Pembelian,ONLINE SBY / INV/2026/070024,WULAN (DISCOUNT NOTEBOOK),Lunas,"",4611000.0,0.0
14/04/2026,Faktur Pembelian,JKT-JKT01A-PC26042907,AGRES IT,Lunas,"",143750000.0,0.0
14/04/2026,Faktur Pembelian,JKT-JKT01A-NC26041699,AGRES IT,Lunas,"",153750000.0,0.0
14/04/2026,Faktur Pembelian,FK 4722,BETA COM,Lunas,BAYAR ,14792000.0,0.0
15/04/2026,Faktur Pembelian,17573,LEGALA,Lunas,"",1725000.0,0.0
15/04/2026,Faktur Pembelian,17574,KETUT DUARAYASA SUPLAYER,Lunas,MASUK ,17990000.0,0.0
15/04/2026,Faktur Pembelian,17575,ONLINE,Lunas,SM BIMA,2175000.0,0.0
15/04/2026,Faktur Pembelian,17576,PT WOOK GLOBAL TECHNOLOGY,Lunas,"",1390000.000004,4.0e-06
15/04/2026,Faktur Pembelian,S026040196,CV. MITRA TEGUH DISTRIBUSI,Lunas,"",11199979.0,0.0
15/04/2026,Faktur Pembelian,PJL-26-04-00241,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK ,8670000.0,0.0
15/04/2026,Faktur Pembelian,PJL-26-04-00238,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK ,4850000.0,0.0
15/04/2026,Faktur Pembelian,PJL-26-04-00240,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK ,4850000.000001,0.0
15/04/2026,Faktur Pembelian,PJL-26-04-00237,PT. Surya Makmur Kreasindo (HJ),Lunas,"MASUK 

BAYAR ",40500000.0,0.0
15/04/2026,Faktur Pembelian,002380,LILI (PLATINUM),Lunas,bayar ,2300000.0,0.0
15/04/2026,Faktur Pembelian,002383,LILI (PLATINUM),Lunas,bayar ,680000.0,0.0
15/04/2026,Faktur Pembelian,JKT-JKT01A-PC26042994,AGRES IT,Lunas,"",84750000.0,64750000.0
15/04/2026,Faktur Pembelian,042026104694,AGUS (DORAN),Lunas,BAYAR ,23850000.000126,0.0
15/04/2026,Faktur Pembelian,042026104698,AGUS (DORAN),Lunas,BAYAR,5200000.000005,0.0
15/04/2026,Faktur Pembelian,002379,LILI (PLATINUM),Lunas,bayar ,21300000.0,0.0
16/04/2026,Faktur Pembelian,JL.2604.04144,CANDRA (BLESSING),Lunas,"",21250000.0,0.0
16/04/2026,Faktur Pembelian,17578,ONLINE,Lunas,"",6100000.0,0.0
16/04/2026,Faktur Pembelian,17579,FIKTIF BELI,Lunas,"",2150000.0,0.0
16/04/2026,Faktur Pembelian,JL.2604.04244,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",2411000.0,0.0
16/04/2026,Faktur Pembelian,042026111690,AGUS (DORAN),Lunas,BAYAR ,14780000.0,0.0
16/04/2026,Faktur Pembelian,JK/26/04/0159,ELMI COM,Lunas,"",24250000.0,0.0
16/04/2026,Faktur Pembelian,002384,LILI (PLATINUM),Lunas,BAYAR ,8636000.0,0.0
16/04/2026,Faktur Pembelian,JL5526040629,YULI (HP CENTRE),Lunas,"",47212000.0,0.0
17/04/2026,Faktur Pembelian,17581,FIKTIF BELI,Lunas,HAPUS ,2000000.0,0.0
17/04/2026,Faktur Pembelian,S026040232,CV. MITRA TEGUH DISTRIBUSI,Lunas,"",2579962.00005,0.0
17/04/2026,Faktur Pembelian,JL.2604.04586,CANDRA (BLESSING),Lunas,MASUK ,6525000.0,0.0
17/04/2026,Faktur Pembelian,JL.2604.04650,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",5370000.0,0.0
17/04/2026,Faktur Pembelian,JL.2604.04651,CANDRA (BLESSING),Lunas,MASUK ,4110000.0,0.0
17/04/2026,Faktur Pembelian,JL.2604.04652,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",8840000.0,0.0
17/04/2026,Faktur Pembelian,17583,ONLINE,Lunas,"",450000.0,0.0
17/04/2026,Faktur Pembelian,00722018_036,PRIYO (K GALAXY),Lunas,"",680000.0,0.0
17/04/2026,Faktur Pembelian,002386,LILI (PLATINUM),Lunas,"",1320000.0,0.0
17/04/2026,Faktur Pembelian,FK 4760,BETA COM,Lunas,BAYAR ,18500000.0,0.0
17/04/2026,Faktur Pembelian,00712020_036,PRIYO (K GALAXY),Lunas,"",2257500.0,0.0
17/04/2026,Faktur Pembelian,00712052_036,PRIYO (K GALAXY),Lunas,"",1420000.0,0.0
18/04/2026,Faktur Pembelian,17584,FIKTIF BELI,Lunas,"",76000.0,0.0
18/04/2026,Faktur Pembelian,17585,DUAL RISKY,Lunas,"",800000.0,0.0
18/04/2026,Faktur Pembelian,JL.2604.04845,CANDRA (BLESSING),Lunas,BAYAR ,21250000.0,0.0
18/04/2026,Faktur Pembelian,PJL-26-04-00327,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK ,7225000.0,0.0
19/04/2026,Faktur Pembelian,17586,FIKTIF BELI,Lunas,"",2040000.0,0.0
19/04/2026,Faktur Pembelian,17591,PT. BUMI CENTRAL HARAPAN (GUDANG ACSORIES),Lunas,bayar ,1280000.0,0.0
20/04/2026,Faktur Pembelian,JL.2604.04916,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",1395000.0,0.0
20/04/2026,Faktur Pembelian,17587,ENDRA TELKOMSEL,Lunas,"",4200000.0,0.0
20/04/2026,Faktur Pembelian,17588,ONLINE,Lunas,"",2516000.0,0.0
20/04/2026,Faktur Pembelian,JL.2604.05159,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",1115000.0,0.0
20/04/2026,Faktur Pembelian,JL.2604.04058,CANDRA (BLESSING),Lunas,MASUK ,4725001.0,0.0
20/04/2026,Faktur Pembelian,PJL-26-04-00361,PT. Surya Makmur Kreasindo (HJ),Lunas,"MASUK 

BAYAR ",8670000.0,0.0
20/04/2026,Faktur Pembelian,PJL-26-04-00378,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK ,20850000.000002,0.0
20/04/2026,Faktur Pembelian,17598,KETUT DUARAYASA SUPLAYER,Lunas,"",16750000.0,0.0
20/04/2026,Faktur Pembelian,260400334,CV. BALI IT SOLUSI (ENY),Lunas,"",5760000.000001,0.0
20/04/2026,Faktur Pembelian,042026137665,AGUS (DORAN),Lunas,"",50085000.0,0.0
20/04/2026,Faktur Pembelian,002387,LILI (PLATINUM),Lunas,"",3770000.0,0.0
20/04/2026,Faktur Pembelian,002389,LILI (PLATINUM),Lunas,BAYAR ,3450000.0,0.0
20/04/2026,Faktur Pembelian,00712141_036,PRIYO (K GALAXY),Lunas,"",6540000.0,0.0
21/04/2026,Faktur Pembelian,JA/26/04/0059,ELMI COM,Lunas,"",27200000.0,0.0
21/04/2026,Faktur Pembelian,17590,GREY COM,Lunas,"",2490000.0,0.0
22/04/2026,Faktur Pembelian,17592,ONLINE,Lunas,"",231200.0,0.0
22/04/2026,Faktur Pembelian,17593,ONLINE,Lunas,"",760000.0,0.0
22/04/2026,Faktur Pembelian,17594,ONLINE,Lunas,"",570000.0,0.0
22/04/2026,Faktur Pembelian,17595,HARAPAN BARU,Lunas,"",3100000.0,0.0
22/04/2026,Faktur Pembelian,JL.2604.05694,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",4415000.0,0.0
22/04/2026,Faktur Pembelian,JL.2604.05700,CANDRA (BLESSING),Lunas,MASUK ,1455000.0,0.0
22/04/2026,Faktur Pembelian,JL.2604.05728,CANDRA (BLESSING),Lunas,"MASUK 

BAYAR ",15395000.0,0.0
22/04/2026,Faktur Pembelian,JK/26/04/0224,ELMI COM,Lunas,"",15700000.000001,0.0
22/04/2026,Faktur Pembelian,17597,FIKTIF BELI,Lunas,"",750000.0,0.0
22/04/2026,Faktur Pembelian,S260422018,DYNAMICS MATARAM,Lunas,"",7625000.0,0.0
22/04/2026,Faktur Pembelian,JL.2604.05552,CANDRA (BLESSING),Lunas,"",2080000.0,0.0
22/04/2026,Faktur Pembelian,JL.2604.05407,CANDRA (BLESSING),Lunas,BAYAR ,7885000.0,0.0
22/04/2026,Faktur Pembelian,002392,LILI (PLATINUM),Lunas,BAYAR ,6090000.0,0.0
22/04/2026,Faktur Pembelian,JL0000003314,IP COM TOKO,Lunas,"",540000.0,0.0
22/04/2026,Faktur Pembelian,ONLINE SBY /INV/2026/075760,WULAN (DISCOUNT NOTEBOOK),Lunas,"",1986500.0,0.0
22/04/2026,Faktur Pembelian,17607,PT TERA DATA INDONUSA,Lunas,"",220000.0,0.0
22/04/2026,Faktur Pembelian,JKT-JKT01A-PC26044186,AGRES IT,Lunas,MASUK,23700000.0,0.0
23/04/2026,Faktur Pembelian,JL.2604.05778,CANDRA (BLESSING),Lunas,MASUK ,7362000.0,0.0
23/04/2026,Faktur Pembelian,JL.2604.05937,CANDRA (BLESSING),Lunas,MASUK ,1620000.0,0.0
23/04/2026,Faktur Pembelian,JL.2604.06004,CANDRA (BLESSING),Lunas,BAYAR ,2508000.0,0.0
23/04/2026,Faktur Pembelian,042026159847,AGUS (DORAN),Lunas,bayar ,18600000.0,0.0
23/04/2026,Faktur Pembelian,O02394,LILI (PLATINUM),Lunas,BAYAR ,4320000.0,0.0
23/04/2026,Faktur Pembelian,JN-N/SBY//230426/005,PT. INDO WARNA MULIA ( ALFA INK ),Lewat Jatuh Tempo,parfum ,2928000.0,2928000.0
23/04/2026,Faktur Pembelian,JN-N/SBY//230426/003,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,bayar ,2938250.0,0.0
24/04/2026,Faktur Pembelian,17599,ONLINE,Lunas,"",11300000.0,0.0
24/04/2026,Faktur Pembelian,JL.2604.06222,CANDRA (BLESSING),Lunas,MASUK ,8490000.0,0.0
24/04/2026,Faktur Pembelian,JL.2604.06231,CANDRA (BLESSING),Lunas,MASUK ,2775000.0,0.0
24/04/2026,Faktur Pembelian,JL.2604.06281,CANDRA (BLESSING),Lunas,MASUK ,2100000.0,0.0
24/04/2026,Faktur Pembelian,26043286,DWI DUTA SARANA COMPUTER SURABAYA,Lunas,"",8750000.0,0.0
24/04/2026,Faktur Pembelian,PJL-26-04-00457,PT. Surya Makmur Kreasindo (HJ),Lunas,"MASUK 

bayar ",27525000.0,0.0
24/04/2026,Faktur Pembelian,PJL-26-04-00439,PT. Surya Makmur Kreasindo (HJ),Lunas,MASUK ,7500000.0,0.0
24/04/2026,Faktur Pembelian,JK/26/04/0253,ELMI COM,Lunas,"",23700000.0,0.0
24/04/2026,Faktur Pembelian,00712472_036,PRIYO (K GALAXY),Lunas,BAYAR ,2075000.0,0.0
24/04/2026,Faktur Pembelian,00712466_036,PRIYO (K GALAXY),Lunas,BAYAR ,11660000.0,0.0
25/04/2026,Faktur Pembelian,17602,KETUT DUARAYASA SUPLAYER,Lunas,"",12600000.0,0.0
25/04/2026,Faktur Pembelian,ONLINE SBY /INV/2026/077986,WULAN (DISCOUNT NOTEBOOK),Lunas,"",330500.0,0.0
25/04/2026,Faktur Pembelian,002395,LILI (PLATINUM),Lunas,"MASUK

BAYAR ",1350000.0,0.0
